Department,course,level,Class,term,percent
TEDU,EDCR 2010,Undergraduate,Childhood in America: Elem Sch,Sum 14-15,
TEDU,EDCR 2015,Undergraduate,Childhood in America: High Sch,Sum 14-15,
TEDU,EDCR 2100,Undergraduate,Intro to Democratic Classroom,Sum 14-15,
TEDU,EDCR 3100,Undergraduate,Adv Methods Democratic Clsrm,Sum 14-15,
TEDU,EDCR 4010,Undergraduate,Exhibition in Democratic Educa,Sum 14-15,
TEDU,EDEC 1001,Undergraduate,Intro EarlyChildhood Education,Sum 14-15,
TEDU,EDEC 1600,Undergraduate,Intro to Child Development,Sum 14-15,22.4
TEDU,EDEC 2001,Undergraduate,Sophomore Clinical Experience,Sum 14-15,
TEDU,EDEC 2100,Undergraduate,Children's Literature & Story,Sum 14-15,
TEDU,EDEC 2301,Undergraduate,Emergent Math and Science,Sum 14-15,
TEDU,EDEC 2400,Undergraduate,Infant-Toddler Ed: Dev & Curr,Sum 14-15,96.7
TEDU,EDEC 2500,Undergraduate,Emergent Literacy and Reading,Sum 14-15,
TEDU,EDEC 2600,Undergraduate,Global Early Childhood Ed,Sum 14-15,
TEDU,EDEC 2900,Undergraduate,Special Topics in EDEC,Sum 14-15,
TEDU,EDEC 2929,Undergraduate,PK Practicum Seminar,Sum 14-15,
TEDU,EDEC 3002,Undergraduate,Junior Clinical Experiences I,Sum 14-15,
TEDU,EDEC 3003,Undergraduate,Junior Clinical Experiences II,Sum 14-15,
TEDU,EDEC 3110,Undergraduate,Methods of Teach Rdg Grs 1-3,Sum 14-15,
TEDU,EDEC 3120,Undergraduate,Obser Yng Children for Reading,Sum 14-15,
TEDU,EDEC 3300,Undergraduate,Teaching Children Math P-3,Sum 14-15,
TEDU,EDEC 3400,Undergraduate,Teaching Children Science P-3,Sum 14-15,
TEDU,EDEC 3500,Undergraduate,Teach Early Child Soc Studies,Sum 14-15,
TEDU,EDEC 3610,Undergraduate,Guidance & Management Early Ch,Sum 14-15,
TEDU,EDEC 3701,Undergraduate,Diversity Early Childhood Ed,Sum 14-15,
TEDU,EDEC 3801,Undergraduate,Play & Creativity in ECE,Sum 14-15,
TEDU,EDEC 3929,Undergraduate,Practicum Early Childhood Ed,Sum 14-15,
TEDU,EDEC 4100,Undergraduate,Family School and Community,Sum 14-15,60
TEDU,EDEC 4200,Undergraduate,Phil & Theories Child Develop,Sum 14-15,
TEDU,EDEC 4300,Undergraduate,Authentic Assessment in ECE,Sum 14-15,
TEDU,EDEC 4500,Undergraduate,EC Curriculum Princ & Practice,Sum 14-15,80
TEDU,EDHP 2010,Undergraduate,Intro to Applied Research,Sum 14-15,
TEDU,EDHP 2700,Undergraduate,Classroom Learning Processes,Sum 14-15,
TEDU,EDHP 2820,Undergraduate,Ideas and Inquiry in Education,Sum 14-15,
TEDU,EDHP 3530,Undergraduate,Issues in Rural Education,Sum 14-15,
TEDU,EDHP 3930J,Undergraduate,Undergrad Research Project,Sum 14-15,
TEDU,EDHP 4010,Undergraduate,Multicultural Field Experienc,Sum 14-15,
TEDU,EDMC 3000,Undergraduate,Intro Middle Childhood Educ,Sum 14-15,
TEDU,EDMC 3010,Undergraduate,Curriculum Develop Mid Child,Sum 14-15,
TEDU,EDMC 3100,Undergraduate,Teaching Mid Child Lang Arts,Sum 14-15,
TEDU,EDMC 3210,Undergraduate,Literature for Middle Child,Sum 14-15,
TEDU,EDMC 3300,Undergraduate,Teaching Middle Child Math,Sum 14-15,
TEDU,EDMC 3400,Undergraduate,Teaching Midddle Child Science,Sum 14-15,
TEDU,EDMC 3500,Undergraduate,Teach Mid Child Social Studies,Sum 14-15,
TEDU,EDSE 3500,Undergraduate,Secondary Planning &  Instruct,Sum 14-15,
TEDU,EDSE 3510,Undergraduate,Secondary Teaching & Learning,Sum 14-15,
TEDU,EDSE 4400C,Undergraduate,Secondary Sch Science Methods,Sum 14-15,
TEDU,EDSE 4790,Undergraduate,Intro to Teaching Soc Studies,Sum 14-15,
TEDU,EDSE 4790L,Undergraduate,Teach Sec Social Studies Field,Sum 14-15,
TEDU,EDSP 2710,Undergraduate,Intro to Special Education,Sum 14-15,
TEDU,EDSP 3550,Undergraduate,Technological Application SpEd,Sum 14-15,
TEDU,EDSP 3600,Undergraduate,Field Experience SpEd Mild-Mod,Sum 14-15,
TEDU,EDSP 3610,Undergraduate,Field Experience Mod-Intensive,Sum 14-15,
TEDU,EDSP 3700,Undergraduate,Class Management Special Needs,Sum 14-15,
TEDU,EDSP 3760,Undergraduate,Methods for Learners Mild-Mod,Sum 14-15,
TEDU,EDSP 3770,Undergraduate,Career Dev Tran Plan Spec Need,Sum 14-15,
TEDU,EDSP 4600,Undergraduate,Field Exp Mild to Moderate,Sum 14-15,
TEDU,EDSP 4610,Undergraduate,Field Exp Moderate-Intensive,Sum 14-15,
TEDU,EDSP 4730,Undergraduate,Current Issues in Special Ed,Sum 14-15,
TEDU,EDSP 4750,Undergraduate,Methods Learners Mod-Intensive,Sum 14-15,
TEDU,EDSP 4770,Undergraduate,Collab Curr Consult Co-Teach,Sum 14-15,
TEDU,EDSP 4850,Undergraduate,Assess Special Needs Learners,Sum 14-15,
TEDU,EDTE 1000,Undergraduate,Intro to Teacher Education,Sum 14-15,
TEDU,EDTE 2000,Undergraduate,Learning & Human Development,Sum 14-15,86.7
TEDU,EDTE 2010,Undergraduate,Char Learnr w/Exceptionalities,Sum 14-15,90
TEDU,EDTE 2020,Undergraduate,Field Experience in Education,Sum 14-15,86.7
TEDU,EDTE 2200,Undergraduate,Phonics/Structure of Language,Sum 14-15,100
TEDU,EDTE 2500,Undergraduate,Issues in Global Education,Sum 14-15,
TEDU,EDTE 3250,Undergraduate,Developmental Reading Instruct,Sum 14-15,
TEDU,EDTE 3710,Undergraduate,Adaptations Early Chld Learner,Sum 14-15,
TEDU,EDTE 3720,Undergraduate,Adaptations Middle Chld Learnr,Sum 14-15,
TEDU,EDTE 3730,Undergraduate,Adaptations Adoles-Young Adult,Sum 14-15,
TEDU,EDTE 4200,Undergraduate,Tchg Rdg In Content,Sum 14-15,
TEDU,EDTE 4210,Undergraduate,Rdg Instruct Diag Remed Class,Sum 14-15,50
TEDU,EDTE 4220,Undergraduate,Assess/Teach Struggling Reader,Sum 14-15,
TEDU,EDTE 4230,Undergraduate,Reading Practicum,Sum 14-15,
TEDU,EDTE 4900,Undergraduate,Special Topics in EDTE,Sum 14-15,0.8
C&HE,EDCE 6200,Graduate,Foundations of Counseling,Fall 15-16,90
C&HE,EDCE 6220,Graduate,Career Development,Fall 15-16,90
C&HE,EDCE 6240,Graduate,Professional School Counseling,Fall 15-16,
C&HE,EDCE 6260,Graduate,Med Psycho Issues- Rehab,Fall 15-16,
C&HE,EDCE 6290,Graduate,Job Placement Theory and Tech,Fall 15-16,33.3
C&HE,EDCE 6310,Graduate,Appraisal I,Fall 15-16,83.3
C&HE,EDCE 6450,Graduate,Counseling Over the Lifespan,Fall 15-16,
C&HE,EDCE 6500,Graduate,Group Counseling I,Fall 15-16,
C&HE,EDCE 6550,Graduate,Counseling Theory and Tech,Fall 15-16,90
C&HE,EDCE 6620,Graduate,Diag and Treatment Plan,Fall 15-16,
C&HE,EDCE 6750,Graduate,Psychopathology for Counselors,Fall 15-16,
C&HE,EDCE 6810,Graduate,Seminar in Counseling,Fall 15-16,
C&HE,EDCE 6850,Graduate,Multicultural Education,Fall 15-16,20
C&HE,EDCE 6860,Graduate,Multicultural Counseling,Fall 15-16,
C&HE,EDCE 6900,Graduate,Special Topics in EDCE,Fall 15-16,
C&HE,EDCE 6910,Graduate,Field Experience in Counseling,Fall 15-16,1.1
C&HE,EDCE 6914,Graduate,Counseling Internship,Fall 15-16,0
C&HE,EDCE 6915,Graduate,Counseling Internship,Fall 15-16,83.3
C&HE,EDCE 6920,Graduate,Counseling Practicum,Fall 15-16,0
C&HE,EDCE 6921,Graduate,Advanced Counseling: School,Fall 15-16,
C&HE,EDCE 6922,Graduate,Adv Prac: Clinical Mental Hlth,Fall 15-16,
C&HE,EDCE 6924,Graduate,Advanced Practicum: Rehab,Fall 15-16,
C&HE,EDCE 6930,Graduate,Readings and Research in Couns,Fall 15-16,7.3
C&HE,EDCE 7241,Graduate,Introduction to Play Therapy,Fall 15-16,
C&HE,EDCE 7245,Graduate,Counsel Child and Adolescents,Fall 15-16,
C&HE,EDCE 7320,Graduate,Personality Assessment,Fall 15-16,
C&HE,EDCE 7330,Graduate,Couns Assess of Child and Adol,Fall 15-16,
C&HE,EDCE 7390,Graduate,Family Counseling,Fall 15-16,
C&HE,EDCE 7600,Graduate,Addictions Counseling,Fall 15-16,
C&HE,EDCE 7620,Graduate,Legal Ethic Aspects of Counsel,Fall 15-16,86.7
C&HE,EDCE 7700,Graduate,Brief and Solution Focus Ther,Fall 15-16,
C&HE,EDCE 7701,Graduate,Suicide Essentials,Fall 15-16,
C&HE,EDCE 7703,Graduate,Cognitive Therapy,Fall 15-16,
C&HE,EDCE 7704,Graduate,Counsel Term Ill and HIV/AIDS,Fall 15-16,
C&HE,EDCE 7705,Graduate,Rational Emotive Behav Therapy,Fall 15-16,
C&HE,EDCE 7720,Graduate,Psychiatric Rehabilitation,Fall 15-16,
C&HE,EDCE 8200,Graduate,Adv Sem for Counseling Educ,Fall 15-16,46.7
C&HE,EDCE 8240,Graduate,CE Professional Publications,Fall 15-16,46.7
C&HE,EDCE 8520,Graduate,Advanced Group Counseling,Fall 15-16,
C&HE,EDCE 8550,Graduate,Counseling Theory Advanced,Fall 15-16,
C&HE,EDCE 8590,Graduate,Counselor Supervision,Fall 15-16,46.7
C&HE,EDCE 8600,Graduate,Counselor Education,Fall 15-16,26.7
C&HE,EDCE 8640,Graduate,Mental Health Consultation,Fall 15-16,
C&HE,EDCE 8900,Graduate,Special Topics in EDCE,Fall 15-16,30
C&HE,EDCE 8910,Graduate,Internship,Fall 15-16,12
C&HE,EDCE 8920,Graduate,Practicum in Counselor Educ,Fall 15-16,2.7
C&HE,EDCE 8930,Graduate,Adv Read and Rsrch in Counsel,Fall 15-16,8
C&HE,EDCE 8950,Graduate,Dissertation,Fall 15-16,76
C&HE,EDCE 8990,Graduate,Leadership in Counseling,Fall 15-16,53.3
C&HE,EDCP 5210,Graduate,Coll Stu Dev: Theory Practice,Fall 15-16,100
C&HE,EDCP 5220,Graduate,College Campus/Student Environ,Fall 15-16,93.8
C&HE,EDCP 6300,Graduate,Help Relationship in Higher Ed,Fall 15-16,100
C&HE,EDCP 6400,Graduate,Student Affairs Seminar I,Fall 15-16,
C&HE,EDCP 6500,Graduate,Student Affairs Seminar II,Fall 15-16,60
C&HE,EDCP 6600,Graduate,Student Affairs Seminar III,Fall 15-16,
C&HE,EDCP 6900,Graduate,Special Topics in EDCP,Fall 15-16,
C&HE,EDCP 6920,Graduate,Practicum in Student Affairs,Fall 15-16,60
C&HE,EDCP 7250,Graduate,Adv Student Development,Fall 15-16,30
C&HE,EDCP 7430,Graduate,Spec Studies in Stud Dev,Fall 15-16,
C&HE,EDCP 7470C,Graduate,Service-learning,Fall 15-16,60
C&HE,EDCP 8210,Graduate,Adv Stu Dev: Theory and Rsrch,Fall 15-16,
C&HE,EDCP 8900,Graduate,Special Topics in EDCP,Fall 15-16,
C&HE,EDHE 6880,Graduate,Higher Educ in United States,Fall 15-16,80
C&HE,EDHE 6885,Graduate,Hist/Phil American High Educ,Fall 15-16,
C&HE,EDHE 6890,Graduate,Legal Issues in Amer Higher Ed,Fall 15-16,40
C&HE,EDHE 6900,Graduate,Special Topics in Higher Educ,Fall 15-16,
C&HE,EDHE 6940,Graduate,Capstone in Higher Ed/Stu Aff,Fall 15-16,62.5
C&HE,EDHE 7210,Graduate,Diversity in Amer Higher Edu,Fall 15-16,
C&HE,EDHE 7390,Graduate,Amer Comm Colleges,Fall 15-16,
C&HE,EDHE 7780,Graduate,Assessment and Evaluation,Fall 15-16,96.9
C&HE,EDHE 7790,Graduate,Finance/Budgeting in High Educ,Fall 15-16,
C&HE,EDHE 7800,Graduate,The Professoriate,Fall 15-16,
C&HE,EDHE 7810,Graduate,Pract Coll Teaching and Curric,Fall 15-16,100
C&HE,EDHE 7820,Graduate,Effect Curr and Tchng Practice,Fall 15-16,
C&HE,EDHE 7830,Graduate,Institutional Research,Fall 15-16,
C&HE,EDHE 7850,Graduate,Org and Gov of Higher Educ,Fall 15-16,
C&HE,EDHE 7860,Graduate,Management in Higher Education,Fall 15-16,
C&HE,EDHE 7880,Graduate,Policy in Higher Education,Fall 15-16,
C&HE,EDHE 7890,Graduate,Advanced Applications for HEd,Fall 15-16,
C&HE,EDHE 7915,Graduate,International Service-Learning,Fall 15-16,
C&HE,EDHE 7920,Graduate,Pract High Educ Admin,Fall 15-16,13.3
C&HE,EDHE 8210,Graduate,Critical Race Theory in HEd,Fall 15-16,
C&HE,EDHE 8900,Graduate,Adv Spec Topics in Higher Educ,Fall 15-16,
C&HE,EDHE 8930,Graduate,Readings and Research in HEd,Fall 15-16,37.3
C&HE,EDHE 8950,Graduate,Dissertation,Fall 15-16,80
C&HE,EDCE 2010,Undergraduate,Career and Life Planning,Fall 15-16,53.3
C&HE,EDCE 4000,Undergraduate,Spec Topics Guid and Counsel,Fall 15-16,20
C&HE,EDCE 4100,Undergraduate,Human Relations,Fall 15-16,34.4
C&HE,EDCP 4000,Undergraduate,Special Topics,Fall 15-16,17.8
EDST,EDAD 5900,Graduate,Special Topics in EDAD,Fall 15-16,
EDST,EDAD 5910,Graduate,Ed Administration Internship I,Fall 15-16,32.5
EDST,EDAD 5911,Graduate,Ed Admin Internship II,Fall 15-16,0
EDST,EDAD 6010,Graduate,Intro Leadership Org Behavior,Fall 15-16,20
EDST,EDAD 6020,Graduate,Structure & Behavior Educ Orgs,Fall 15-16,
EDST,EDAD 6021,Graduate,The School and Community,Fall 15-16,
EDST,EDAD 6110,Graduate,Educational Law for School Ldr,Fall 15-16,
EDST,EDAD 6210,Graduate,Educational Finance Schl Ldrsh,Fall 15-16,
EDST,EDAD 6310,Graduate,Personnel Administration in Ed,Fall 15-16,
EDST,EDAD 6400,Graduate,The Principalship,Fall 15-16,
EDST,EDAD 6425,Graduate,Role of Principal in Instruct,Fall 15-16,50
EDST,EDAD 6610,Graduate,School-Community Relations,Fall 15-16,
EDST,EDAD 6900,Graduate,Special Topics in EDAD,Fall 15-16,
EDST,EDAD 6942,Graduate,Research Educational Admin,Fall 15-16,7.5
EDST,EDAD 6980,Graduate,Ed Admin Portfolio: Data Gath,Fall 15-16,7.7
EDST,EDAD 7071,Graduate,Comparative Cultures & Educ,Fall 15-16,
EDST,EDAD 7072,Graduate,Education & Development,Fall 15-16,44
EDST,EDAD 7073,Graduate,Perspectives Int'l Global Educ,Fall 15-16,
EDST,EDAD 7300,Graduate,Advanced Seminar in Leadership,Fall 15-16,0
EDST,EDAD 7522,Graduate,Education and Development,Fall 15-16,
EDST,EDAD 7523,Graduate,Global Education & Development,Fall 15-16,
EDST,EDAD 7524,Graduate,Global & Trancultural,Fall 15-16,
EDST,EDAD 7525,Graduate,Advanced Comparative Education,Fall 15-16,
EDST,EDAD 7710,Graduate,Community Education,Fall 15-16,
EDST,EDAD 7820,Graduate,Politics/Policy in Education,Fall 15-16,
EDST,EDAD 7900,Graduate,Special Topics in Ed Admin,Fall 15-16,
EDST,EDAD 7915,Graduate,Adv Sem Ed Leadership I,Fall 15-16,60
EDST,EDAD 7916,Graduate,Adv Sem Ed Leadership II,Fall 15-16,0
EDST,EDAD 8110,Graduate,Legal Aspects of Educ Admin,Fall 15-16,
EDST,EDAD 8800,Graduate,Rural Schools and Communities,Fall 15-16,
EDST,EDAD 8810,Graduate,Organization Education Systems,Fall 15-16,
EDST,EDAD 8820,Graduate,Politics/Policy in Education,Fall 15-16,
EDST,EDAD 8900,Graduate,Special Topics in EDAD,Fall 15-16,20
EDST,EDAD 8901,Graduate,Research in Educ Research,Fall 15-16,100
EDST,EDAD 8950,Graduate,Dissertation,Fall 15-16,25.9
EDST,EDCS 5010,Graduate,History & Philosophies of Edu,Fall 15-16,
EDST,EDCS 5020,Graduate,Education & Social Change,Fall 15-16,
EDST,EDCS 5030,Graduate,Advanced Philosophy of Educ,Fall 15-16,
EDST,EDCS 5040,Graduate,Soc Politics & Change in Edu,Fall 15-16,6.7
EDST,EDCS 5100,Graduate,Intro Critical Studies in Educ,Fall 15-16,93.3
EDST,EDCS 5110,Graduate,Colloquium Critical Studies Ed,Fall 15-16,90
EDST,EDCS 5900,Graduate,Independent Study Critical Stu,Fall 15-16,0
EDST,EDCS 6010,Graduate,Education & Cultural Diversity,Fall 15-16,80
EDST,EDCS 6900,Graduate,Special Topics Critical Study,Fall 15-16,9.5
EDST,EDCS 6920,Graduate,Practicum in Critical Studies,Fall 15-16,0
EDST,EDCS 6940,Graduate,Research Critical Studies Educ,Fall 15-16,6.7
EDST,EDCS 6941,Graduate,Master's Res Project CS Edu,Fall 15-16,13.3
EDST,EDCS 6950,Graduate,Masters Thesis Critical St Ed,Fall 15-16,6.7
EDST,EDCS 8010,Graduate,Crit Cult Theo & Pedag Empwer,Fall 15-16,
EDST,EDCS 8900,Graduate,Special TopicsCritical Studies,Fall 15-16,
EDST,EDCS 8920,Graduate,Practicum in Critical Studies,Fall 15-16,6.7
EDST,EDCS 8940,Graduate,Research Critical Studies Educ,Fall 15-16,13.3
EDST,EDCS 8950,Graduate,Dissertation Critical Studies,Fall 15-16,6.7
EDST,EDCT 5011,Graduate,Technology Apps in Education,Fall 15-16,
EDST,EDCT 5012,Graduate,CET-Technology in Education,Fall 15-16,28
EDST,EDCT 6002,Graduate,Visual Literacy Mediated Instr,Fall 15-16,
EDST,EDCT 6011,Graduate,Instructional Design,Fall 15-16,
EDST,EDCT 6012,Graduate,Teaching and Learning Online,Fall 15-16,100
EDST,EDCT 6030,Graduate,Princ. of Instructional Design,Fall 15-16,
EDST,EDCT 6031,Graduate,Adv Tpcs Instructional Design,Fall 15-16,
EDST,EDCT 6032,Graduate,Adult Learning in Online Envs,Fall 15-16,
EDST,EDCT 6042,Graduate,Leadrsh & Prof Develop in Tech,Fall 15-16,
EDST,EDCT 6051,Graduate,Multimedia Tools in Education,Fall 15-16,
EDST,EDCT 6052,Graduate,Assess & Eval Tech Rich Class,Fall 15-16,40
EDST,EDCT 6122,Graduate,Masters Portfolio inTechnology,Fall 15-16,0
EDST,EDCT 6901,Graduate,Workshops on Special Topics,Fall 15-16,56
EDST,EDCT 6910,Graduate,CET Clinical Practice,Fall 15-16,5
EDST,EDCT 6913,Graduate,Master's Research Project,Fall 15-16,0
EDST,EDCT 6940,Graduate,Research in Education,Fall 15-16,0
EDST,EDCT 6950,Graduate,Thesis,Fall 15-16,5
EDST,EDCT 7011,Graduate,Phil of Instructional Tech,Fall 15-16,
EDST,EDCT 7021,Graduate,Online Course Development,Fall 15-16,
EDST,EDCT 7022,Graduate,Issues & Trends in Inst Tech,Fall 15-16,100
EDST,EDCT 7032,Graduate,Research Lit Instruction Tech,Fall 15-16,
EDST,EDCT 7042,Graduate,Emerging Tech for Learning,Fall 15-16,
EDST,EDCT 7900,Graduate,Adv Seminar Instructional Tech,Fall 15-16,
EDST,EDCT 7964,Graduate,Adv Seminar IT - IT Philosophy,Fall 15-16,
EDST,EDCT 8920,Graduate,Practicum Instructional Tech,Fall 15-16,20
EDST,EDCT 8930,Graduate,Research in Education,Fall 15-16,30
EDST,EDCT 8950,Graduate,Dissertation,Fall 15-16,46.7
EDST,EDRE 5010,Graduate,Intro to Research Methods,Fall 15-16,58
EDST,EDRE 5900,Graduate,Special Topics in EDRE,Fall 15-16,0
EDST,EDRE 6900,Graduate,Special Topics in EDRE,Fall 15-16,2.2
EDST,EDRE 6920,Graduate,Special Projects in Ed Resrch,Fall 15-16,3.3
EDST,EDRE 6930,Graduate,Readings in Ed Resrch & Eval,Fall 15-16,10
EDST,EDRE 6940,Graduate,Research in Ed Resrch & Eval,Fall 15-16,10
EDST,EDRE 6950,Graduate,Thesis,Fall 15-16,0
EDST,EDRE 7110,Graduate,Theory/Techn Test Development,Fall 15-16,46.7
EDST,EDRE 7120,Graduate,Item Response Theory,Fall 15-16,
EDST,EDRE 7200,Graduate,Educational Statistics,Fall 15-16,100
EDST,EDRE 7210,Graduate,Regression Analysis in Educ,Fall 15-16,
EDST,EDRE 7230,Graduate,Questionnaire & Scale Develop,Fall 15-16,
EDST,EDRE 7330,Graduate,Research Design in Education,Fall 15-16,
EDST,EDRE 7500,Graduate,Intro to Qual Research Methods,Fall 15-16,67.5
EDST,EDRE 7510,Graduate,Qualitative Interviewing,Fall 15-16,
EDST,EDRE 7520,Graduate,Ethnographic Methods in Educ,Fall 15-16,26.7
EDST,EDRE 7600,Graduate,Multivariate Stats Methods Ed,Fall 15-16,
EDST,EDRE 7610,Graduate,Computer Programming in EDRE,Fall 15-16,
EDST,EDRE 7800,Graduate,Program Evaluation in Educ,Fall 15-16,
EDST,EDRE 7910,Graduate,Advanced Projects Educ Resrch,Fall 15-16,0
EDST,EDRE 7930,Graduate,Advanced Readings in EDRE,Fall 15-16,13.3
EDST,EDRE 7940,Graduate,Advanced Research in EDRE,Fall 15-16,6.7
EDST,EDRE 8900,Graduate,Special Topics in EDRE,Fall 15-16,3.3
EDST,EDRE 8950,Graduate,Dissertation,Fall 15-16,46.7
EDST,EDAD 2520,Undergraduate,Admin in Non-Western Cultures,Fall 15-16,
EDST,EDAD 4200,Undergraduate,Comparative Cultures & Educ,Fall 15-16,
EDST,EDAD 4900,Undergraduate,Special Topics in EDAD,Fall 15-16,
EDST,EDCS 1011,Undergraduate,Intro to Diversity Studies,Fall 15-16,100
EDST,EDCS 3010,Undergraduate,Education & Cultural Diversity,Fall 15-16,93.3
EDST,EDCS 4001,Undergraduate,Democracy Diversity & Educ,Fall 15-16,95
EDST,EDCS 4900,Undergraduate,Special Topics Critical Study,Fall 15-16,41.1
EDST,EDCS 4920,Undergraduate,Practicum in Critical Studies,Fall 15-16,0
EDST,EDCS 4930,Undergraduate,Independent Study Critical Stu,Fall 15-16,0
EDST,EDCT 2030,Undergraduate,Technological Apps inEducation,Fall 15-16,96
HCSE,CONS 5900,Graduate,Special Topics in CONS,Fall 15-16,0
HCSE,CONS 5953,Graduate,Customer Service,Fall 15-16,
HCSE,CONS 6000,Graduate,Seminar in HCS,Fall 15-16,13.3
HCSE,CONS 6940,Graduate,Research,Fall 15-16,16.7
HCSE,CONS 6950,Graduate,Thesis,Fall 15-16,33.3
HCSE,RFPD 5070,Graduate,Texitle and Fashion Industry,Fall 15-16,1.7
HCSE,RFPD 5900,Graduate,Special Topics in RFPD,Fall 15-16,0
HCSE,RFPD 6090,Graduate,Psy Soc and Econ Aspects,Fall 15-16,10
HCSE,RFPD 6170,Graduate,Readings: Apparel Text Merch,Fall 15-16,6.7
HCSE,RFPD 6500,Graduate,Theories in Merchandising,Fall 15-16,
HCSE,RFPD 6900,Graduate,Special Topics in RFPD,Fall 15-16,10
HCSE,RHT 5330,Graduate,Food Sanitation and Safety,Fall 15-16,
HCSE,RHT 5340,Graduate,Intro Food Production: Hosp,Fall 15-16,33.3
HCSE,CONS 1100,Undergraduate,Opportunities Fam and Con Sci,Fall 15-16,16
HCSE,CONS 2500,Undergraduate,Family as Consumers Global Com,Fall 15-16,81.3
HCSE,CONS 3100,Undergraduate,HR for Customer Service,Fall 15-16,72.5
HCSE,CONS 3400,Undergraduate,Teach Family and Consumer Sci,Fall 15-16,0
HCSE,CONS 3450J,Undergraduate,Writing Human/Consumer Sci,Fall 15-16,100
HCSE,CONS 3890,Undergraduate,Customer Service Career Dev,Fall 15-16,
HCSE,CONS 3950,Undergraduate,Consumer Resource and Fin Mgt,Fall 15-16,
HCSE,CONS 4910,Undergraduate,Field Work- Career Tech Educ,Fall 15-16,
HCSE,CONS 4916,Undergraduate,Internship: Food Service,Fall 15-16,0
HCSE,CONS 4952,Undergraduate,Workshop in FCS,Fall 15-16,
HCSE,CONS 4953,Undergraduate,Customer Service,Fall 15-16,45.7
HCSE,CONS 4961,Undergraduate,Seminar FCSE,Fall 15-16,
HCSE,RFPD 1100,Undergraduate,Fashion and Culture,Fall 15-16,99.2
HCSE,RFPD 1500,Undergraduate,Design and Illustration,Fall 15-16,100
HCSE,RFPD 1600,Undergraduate,Color Theory for Visual Merch,Fall 15-16,100
HCSE,RFPD 2010,Undergraduate,Introduction to Retailing,Fall 15-16,84
HCSE,RFPD 2150,Undergraduate,Elementary Textiles,Fall 15-16,100
HCSE,RFPD 3830,Undergraduate,Product Dev Eval and Distrib,Fall 15-16,100
HCSE,RFPD 3890,Undergraduate,Career Search Strategies,Fall 15-16,91.7
HCSE,RFPD 4070,Undergraduate,Global Retail Issues,Fall 15-16,71.7
HCSE,RFPD 4230,Undergraduate,Retail Merchandising-Strategy,Fall 15-16,46.7
HCSE,RFPD 4300,Undergraduate,Buying and Planning,Fall 15-16,
HCSE,RFPD 4800,Undergraduate,Strategic Retail Policy,Fall 15-16,13.3
HCSE,RFPD 4900,Undergraduate,Special Topics in RFPD,Fall 15-16,
HCSE,RFPD 4920,Undergraduate,New York Study Tour,Fall 15-16,100
HCSE,RFPD 4930,Undergraduate,Independent Study,Fall 15-16,0
HCSE,RHT 1050,Undergraduate,Intro to Food Operations Mgt,Fall 15-16,94.5
HCSE,RHT 1100,Undergraduate,Introduction to Hospitality,Fall 15-16,52
HCSE,RHT 1200,Undergraduate,Food and Culture,Fall 15-16,
HCSE,RHT 1330,Undergraduate,Food Sanitation and Safety,Fall 15-16,
HCSE,RHT 2990,Undergraduate,Intro to Food Preparation,Fall 15-16,87.5
HCSE,RHT 3340,Undergraduate,Intro Food Production: Hosp,Fall 15-16,50
HCSE,RHT 3410,Undergraduate,Principles of Tourism,Fall 15-16,
HCSE,RHT 3600,Undergraduate,Catering,Fall 15-16,53.3
HCSE,RHT 3610,Undergraduate,Hotel Operations,Fall 15-16,60
HCSE,RHT 3620,Undergraduate,Convention and Event Planning,Fall 15-16,25
HCSE,RHT 3700,Undergraduate,Casino Management I,Fall 15-16,
HCSE,RHT 4000,Undergraduate,Hospitality Senior Seminar,Fall 15-16,8
HCSE,RHT 4390,Undergraduate,Restaurant Operations,Fall 15-16,30
HCSE,RHT 4400,Undergraduate,Beverage Management,Fall 15-16,60
HCSE,RHT 4420,Undergraduate,Hospitality Accounting,Fall 15-16,64
HCSE,RHT 4430,Undergraduate,Hospitality Marketing,Fall 15-16,
HCSE,RHT 4700,Undergraduate,Casino Management II,Fall 15-16,
HCSE,RHT 4750,Undergraduate,Casino Marketing,Fall 15-16,
HCSE,RHT 4920,Undergraduate,Hospitality Practicum,Fall 15-16,10
HCSE,RHT 4930,Undergraduate,Independent Study in Hosp,Fall 15-16,20
HCSE,T3 4725,Undergraduate,Women and Leadership,Fall 15-16,
RSP,COED 5212,Graduate,Elite Athlete,Fall 15-16,
RSP,COED 5213,Graduate,Skill Acquisition,Fall 15-16,
RSP,COED 5300,Graduate,Readings in Coaching,Fall 15-16,
RSP,COED 5305,Graduate,Issues in Athletic Coaching,Fall 15-16,35
RSP,COED 5900,Graduate,Special Topics in COED,Fall 15-16,
RSP,COED 5901,Graduate,Coaching Symposium,Fall 15-16,
RSP,COED 5911,Graduate,Instructional Experience,Fall 15-16,40
RSP,COED 6100,Graduate,Coaching Workshop I,Fall 15-16,48
RSP,COED 6110,Graduate,Foundations of Coaching I,Fall 15-16,80
RSP,COED 6120,Graduate,Mgt and Leadership in Sport,Fall 15-16,100
RSP,COED 6130,Graduate,Finance for Sport Coaches,Fall 15-16,
RSP,COED 6140,Graduate,Psychology of Coaching,Fall 15-16,
RSP,COED 6150,Graduate,Injury Prevention & Risk Mgt.,Fall 15-16,
